;Series_reference;Period;Data_value;STATUS;UNITS;MAGNTUDE;Subject;Group;Series_title_1;Series_title_2;Series_title_3;Series_title_4;Series_title_5
1014;ALCA.SACAM;2007,03;51,718318;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1015;ALCA.SACAM;2008,03;58,587727;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1016;ALCA.SACAM;2009,03;57,654867;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1017;ALCA.SACAM;2010,03;57,858351811000006;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1018;ALCA.SACAM;2011,03;60,535802917;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1019;ALCA.SACAM;2012,03;63,703087126999996;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1020;ALCA.SACAM;2013,03;60,93171496;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1021;ALCA.SACAM;2014,03;56,79112516;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1022;ALCA.SACAM;2015,03;55,16062307;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1023;ALCA.SACAM;2016,03;57,79945078;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1024;ALCA.SACAM;2017,03;58,95571315;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1025;ALCA.SACAM;2018,03;62,16508146;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1026;ALCA.SACAM;2019,03;67,87996486;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1027;ALCA.SACAS;1995,09;2,4459999999999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1028;ALCA.SACAS;1996,09;3,207;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1029;ALCA.SACAS;1997,09;5,376;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1030;ALCA.SACAS;1998,09;17,268;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1031;ALCA.SACAS;1999,09;19,142208;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1032;ALCA.SACAS;2000,09;23,339082;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1033;ALCA.SACAS;2001,09;26,430473;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1034;ALCA.SACAS;2002,09;31,686940999999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1035;ALCA.SACAS;2003,09;33,224599;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1036;ALCA.SACAS;2004,09;36,054678;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1037;ALCA.SACAS;2005,09;40,842084;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1038;ALCA.SACAS;2006,09;48,78148;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1039;ALCA.SACAS;2007,09;53,631803000000005;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1040;ALCA.SACAS;2008,09;59,27359499999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1041;ALCA.SACAS;2009,09;58,154582999999995;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1042;ALCA.SACAS;2010,09;59,560179611;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1043;ALCA.SACAS;2011,09;66,158438144;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1044;ALCA.SACAS;2012,09;58,86271243;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1045;ALCA.SACAS;2013,09;60,91469717;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1046;ALCA.SACAS;2014,09;53,52400818;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1047;ALCA.SACAS;2015,09;55,79963792;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1048;ALCA.SACAS;2016,09;58,11334614;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1049;ALCA.SACAS;2017,09;60,49402516;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1050;ALCA.SACAS;2018,09;64,56613454;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1051;ALCA.SACAS;2019,09;71,14777569;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing not more than 23% alcohol;;;;
1052;ALCA.SACB;1995,06;9,498;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1053;ALCA.SACB;1996,06;9,761000000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1054;ALCA.SACB;1997,06;8,404;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1055;ALCA.SACB;1998,06;9,574;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1056;ALCA.SACB;1999,06;8,634706;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1057;ALCA.SACB;2000,06;9,18405;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1058;ALCA.SACB;2001,06;10,206387;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1059;ALCA.SACB;2002,06;8,819824;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1060;ALCA.SACB;2003,06;9,816742999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1061;ALCA.SACB;2004,06;10,042076;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1062;ALCA.SACB;2005,06;11,26024;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1063;ALCA.SACB;2006,06;10,311802;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1064;ALCA.SACB;2007,06;9,892421;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1065;ALCA.SACB;2008,06;10,314008;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1066;ALCA.SACB;2009,06;9,326896000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1067;ALCA.SACB;2010,06;11,9580481262;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1068;ALCA.SACB;2011,06;13,162375748199999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1069;ALCA.SACB;2012,06;12,981826174000002;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1070;ALCA.SACB;2013,06;12,917801164;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1071;ALCA.SACB;2014,06;12,880471824;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1072;ALCA.SACB;2015,06;12,267136905;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1073;ALCA.SACB;2016,06;12,517563599999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1074;ALCA.SACB;2017,06;13,465817193;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1075;ALCA.SACB;2018,06;13,341232778;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1076;ALCA.SACB;2019,06;14,710055445999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1077;ALCA.SACBD;1995,12;9,556000000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1078;ALCA.SACBD;1996,12;8,8;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1079;ALCA.SACBD;1997,12;9,652999999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1080;ALCA.SACBD;1998,12;8,986;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1081;ALCA.SACBD;1999,12;8,7148;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1082;ALCA.SACBD;2000,12;9,705172;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1083;ALCA.SACBD;2001,12;9,326772;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1084;ALCA.SACBD;2002,12;9,828695;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1085;ALCA.SACBD;2003,12;9,430885;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1086;ALCA.SACBD;2004,12;11,022079;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1087;ALCA.SACBD;2005,12;10,591952000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1088;ALCA.SACBD;2006,12;10,541411;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1089;ALCA.SACBD;2007,12;9,290211;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1090;ALCA.SACBD;2008,12;10,487141000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1091;ALCA.SACBD;2009,12;10,497758000000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1092;ALCA.SACBD;2010,12;12,5923367196;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1093;ALCA.SACBD;2011,12;12,8093247258;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1094;ALCA.SACBD;2012,12;12,885411322000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1095;ALCA.SACBD;2013,12;13,019559379;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1096;ALCA.SACBD;2014,12;12,785423064000002;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1097;ALCA.SACBD;2015,12;12,311721147;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1098;ALCA.SACBD;2016,12;13,263982177;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1099;ALCA.SACBD;2017,12;13,430788885;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1100;ALCA.SACBD;2018,12;14,164086753;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1101;ALCA.SACBD;2019,12;14,840775098;PROVISIONAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1102;ALCA.SACBM;1996,03;9,307;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1103;ALCA.SACBM;1997,03;8,488999999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1104;ALCA.SACBM;1998,03;9,805;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1105;ALCA.SACBM;1999,03;8,863;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1106;ALCA.SACBM;2000,03;8,969281;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1107;ALCA.SACBM;2001,03;9,938236;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1108;ALCA.SACBM;2002,03;9,242617;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1109;ALCA.SACBM;2003,03;9,69754;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1110;ALCA.SACBM;2004,03;10,119724;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1111;ALCA.SACBM;2005,03;10,836589;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1112;ALCA.SACBM;2006,03;10,196612;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1113;ALCA.SACBM;2007,03;10,261431;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1114;ALCA.SACBM;2008,03;9,730623;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1115;ALCA.SACBM;2009,03;10,209966;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1116;ALCA.SACBM;2010,03;11,5634211262;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1117;ALCA.SACBM;2011,03;12,4788222196;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1118;ALCA.SACBM;2012,03;12,619770123599999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1119;ALCA.SACBM;2013,03;13,222270303;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1120;ALCA.SACBM;2014,03;12,540004769000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1121;ALCA.SACBM;2015,03;12,923890219;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1122;ALCA.SACBM;2016,03;12,344325795;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1123;ALCA.SACBM;2017,03;13,39803925;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1124;ALCA.SACBM;2018,03;13,704818178;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1125;ALCA.SACBM;2019,03;14,140007065;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1126;ALCA.SACBS;1995,09;9,595;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1127;ALCA.SACBS;1996,09;9,006;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1128;ALCA.SACBS;1997,09;8,504;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1129;ALCA.SACBS;1998,09;9,626;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1130;ALCA.SACBS;1999,09;8,80658;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1131;ALCA.SACBS;2000,09;9,496887;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1132;ALCA.SACBS;2001,09;9,700709;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1133;ALCA.SACBS;2002,09;9,126552;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1134;ALCA.SACBS;2003,09;9,64502;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1135;ALCA.SACBS;2004,09;10,78377;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1136;ALCA.SACBS;2005,09;10,504182;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1137;ALCA.SACBS;2006,09;10,823833;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1138;ALCA.SACBS;2007,09;9,56367;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1139;ALCA.SACBS;2008,09;10,330413;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1140;ALCA.SACBS;2009,09;9,163364999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1141;ALCA.SACBS;2010,09;12,8807627672;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1142;ALCA.SACBS;2011,09;13,3460185522;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1143;ALCA.SACBS;2012,09;12,983997765;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1144;ALCA.SACBS;2013,09;12,632218157;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1145;ALCA.SACBS;2014,09;13,191920407000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1146;ALCA.SACBS;2015,09;12,413820988;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1147;ALCA.SACBS;2016,09;12,637548479000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1148;ALCA.SACBS;2017,09;13,131155664000001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1149;ALCA.SACBS;2018,09;14,041826393;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1150;ALCA.SACBS;2019,09;14,925523938;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Spirits containing more than 23% alcohol;;;;
1151;ALCA.SACZ;1984,06;13,4489999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1152;ALCA.SACZ;1985,06;13,2909999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1153;ALCA.SACZ;1986,06;10,8759999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1154;ALCA.SACZ;1987,06;12,2669999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1155;ALCA.SACZ;1988,06;10,116;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1156;ALCA.SACZ;1989,06;11,28965445;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1157;ALCA.SACZ;1990,06;12,3078909999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1158;ALCA.SACZ;1991,06;11,412028;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1159;ALCA.SACZ;1992,06;10,926099;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1160;ALCA.SACZ;1993,06;10,646122;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1161;ALCA.SACZ;1994,06;10,45858;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1162;ALCA.SACZ;1995,06;11,95942;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1163;ALCA.SACZ;1996,06;12,919178;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1164;ALCA.SACZ;1997,06;13,045254;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1165;ALCA.SACZ;1998,06;24,379711;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1166;ALCA.SACZ;1999,06;26,730915999999997;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1167;ALCA.SACZ;2000,06;31,172273999999998;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1168;ALCA.SACZ;2001,06;36,986664000000005;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1169;ALCA.SACZ;2002,06;38,628726;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1170;ALCA.SACZ;2003,06;43,097257;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1171;ALCA.SACZ;2004,06;45,477824;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1172;ALCA.SACZ;2005,06;50,762515;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1173;ALCA.SACZ;2006,06;56,856664;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1174;ALCA.SACZ;2007,06;63,786965;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1175;ALCA.SACZ;2008,06;70,647751;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1176;ALCA.SACZ;2009,06;66,59500899999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1177;ALCA.SACZ;2010,06;69,734145937;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1178;ALCA.SACZ;2011,06;77,21277299100001;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1179;ALCA.SACZ;2012,06;75,40179773;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1180;ALCA.SACZ;2013,06;74,65173514;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1181;ALCA.SACZ;2014,06;64,57862719;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1182;ALCA.SACZ;2015,06;66,90174098;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1183;ALCA.SACZ;2016,06;70,65130918;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1184;ALCA.SACZ;2017,06;73,6664328;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1185;ALCA.SACZ;2018,06;75,78891267;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1186;ALCA.SACZ;2019,06;83,69403114;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1187;ALCA.SACZD;1984,12;15,0559999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1188;ALCA.SACZD;1985,12;10,0159999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
1189;ALCA.SACZD;1986,12;13,2049999999999;FINAL;Litres;6;Alcohol Available for Consumption - ALC;Litres of Beverage;Total spirits;;;;
