;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;reproduction_rate;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;positive_rate;tests_per_case;tests_units;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations;new_vaccinations_smoothed;total_vaccinations_per_hundred;people_vaccinated_per_hundred;people_fully_vaccinated_per_hundred;new_vaccinations_smoothed_per_million;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index;death diff cases;%death;new death diff cases;%new death
67;67;21152;21152;DEU;Europe;Germany;2020-04-03;91159,0;6365,0;5755,429;1275,0;168,0;133,286;1088,025;75,969;68,694;15,218;2,005;1,591;1,25;2361,0;28,18;;;;;;;;;;;56848,0;0,679;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,013986550971379677;1,3986550971379677;0,026394344069128044;2,6394344069128044
68;68;21153;21153;DEU;Europe;Germany;2020-04-04;96092,0;4933,0;5485,286;1444,0;169,0;144,429;1146,902;58,878;65,469;17,235;2,017;1,724;1,19;2471,0;29,493;;;;;;;;;;;57653,0;0,688;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,015027265537193522;1,5027265537193522;0,03425907155888912;3,425907155888912
69;69;21154;21154;DEU;Europe;Germany;2020-04-05;100123,0;4031,0;5432,571;1584,0;140,0;150,143;1195,014;48,112;64,84;18,906;1,671;1,7919999999999998;1,13;2528,0;30,173;;;;;4175,108;49,832;1274218,0;;15,208;;58457,0;0,698;0,09;11,1;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,015820540734896082;1,5820540734896082;0,0347308360208385;3,47308360208385
70;70;21155;21155;DEU;Europe;Germany;2020-04-06;103374,0;3251,0;5212,714;1810,0;226,0;166,429;1233,816;38,802;62,216;21,603;2,697;1,986;1,08;2551,0;30,447;;;;;;;;;;;57715,0;0,6890000000000001;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0175092382997659;1,75092382997659;0,06951707167025531;6,951707167025532
71;71;21156;21156;DEU;Europe;Germany;2020-04-07;107663,0;4289,0;5122,143;2016,0;206,0;177,28599999999997;1285,008;51,191;61,135;24,062;2,459;2,116;1,04;2641,0;31,522;;;;;;;;;;;56973,0;0,68;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0187250959010988;1,87250959010988;0,0480298437864304;4,80298437864304
72;72;21157;21157;DEU;Europe;Germany;2020-04-08;113296,0;5633,0;5060,571;2349,0;333,0;204,143;1352,24;67,232;60,4;28,036;3,975;2,437;1,01;2654,0;31,677;;;;;;;;;;;56231,0;0,6709999999999999;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,02073330038130208;2,073330038130208;0,059115924019172726;5,9115924019172725
73;73;21158;21158;DEU;Europe;Germany;2020-04-09;118181,0;4885,0;4769,571;2607,0;258,0;214,286;1410,545;58,305;56,927;31,116;3,079;2,5580000000000003;0,97;2714,0;32,393;;;;;;;;;;;55490,0;0,662;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,02205938348803953;2,205938348803953;0,052814738996929365;5,281473899692936
74;74;21159;21159;DEU;Europe;Germany;2020-04-10;122171,0;3990,0;4430,286;2767,0;160,0;213,143;1458,167;47,622;52,878;33,025;1,91;2,544;0,93;2702,0;32,25;;;;;;;;;;;54748,0;0,653;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,02264858272421441;2,2648582724214417;0,04010025062656642;4,010025062656642
75;75;21160;21160;DEU;Europe;Germany;2020-04-11;124908,0;2737,0;4116,571;2736,0;-31,0;184,571;1490,835;32,667;49,133;32,655;-0,37;2,2030000000000003;0,89;2652,0;31,653;;;;;;;;;;;54006,0;0,645;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,021904121433374963;2,1904121433374963;-0,0113262696382901;-1,1326269638290098
76;76;21161;21161;DEU;Europe;Germany;2020-04-12;127854,0;2946,0;3961,571;3022,0;286,0;205,429;1525,996;35,162;47,283;36,069;3,414;2,452;0,86;2652,0;31,653;;;;;3055,892000000001;36,473;1647064,0;;19,658;;53264,0;0,636;0,079;12,7;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,023636335194831604;2,3636335194831606;0,09708078750848607;9,708078750848609
77;77;21162;21162;DEU;Europe;Germany;2020-04-13;130072,0;2218,0;3814,0;3194,0;172,0;197,71400000000003;1552,469;26,47300000000001;45,522;38,122;2,053;2,36;0,83;2719,0;32,453;;;;;;;;;;;52544,0;0,627;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,024555630727597026;2,4555630727597024;0,0775473399458972;7,75473399458972
78;78;21163;21163;DEU;Europe;Germany;2020-04-14;131359,0;1287,0;3385,143;3294,0;100,0;182,571;1567,83;15,361;40,403;39,315;1,194;2,1790000000000003;0,81;2722,0;32,488;;;;;;;;;;;51825,0;0,619;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,02507631757245412;2,507631757245412;0,0777000777000777;7,770007770007769
79;79;21164;21164;DEU;Europe;Germany;2020-04-15;134753,0;3394,0;3065,286;3804,0;510,0;207,857;1608,339;40,509;36,586;45,402;6,0870000000000015;2,481;0,8;2735,0;32,643;;;;;;;;;;;51105,0;0,61;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0282294271741631;2,8229427174163098;0,1502651738361815;15,026517383618147
80;80;21165;21165;DEU;Europe;Germany;2020-04-16;137698,0;2945,0;2788,143;4052,0;248,0;206,429;1643,489;35,15;33,278;48,362;2,96;2,464;0,79;2810,0;33,539;;;;;;;;;;;50386,0;0,601;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,029426716437421018;2,9426716437421017;0,08421052631578947;8,421052631578947
81;81;21166;21166;DEU;Europe;Germany;2020-04-17;141397,0;3699,0;2746,571;4352,0;300,0;226,429;1687,638;44,149;32,782;51,94300000000001;3,5810000000000004;2,7030000000000003;0,78;2879,0;34,361999999999995;;;;;;;;;;;49666,0;0,593;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03077858794741048;3,077858794741048;0,08110300081103;8,110300081102999
82;82;21167;21167;DEU;Europe;Germany;2020-04-18;143342,0;1945,0;2633,429;4459,0;107,0;246,143;1710,8529999999994;23,214;31,431;53,22;1,277;2,938;0,76;2928,0;34,947;;;;;;;;;;;48947,0;0,584;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,031107421411728595;3,11074214117286;0,055012853470437016;5,5012853470437015
83;83;21168;21168;DEU;Europe;Germany;2020-04-19;145184,0;1842,0;2475,714;4586,0;127,0;223,429;1732,838;21,985;29,549;54,736;1,516;2,667;0,74;2870,0;34,255;;;;;2147,6020000000008;25,63300000000001;1984654,0;;23,688;;48227,0;0,5760000000000001;0,067;14,9;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03158750275512453;3,1587502755124532;0,06894679695982628;6,894679695982628
84;84;21169;21169;DEU;Europe;Germany;2020-04-20;147065,0;1881,0;2427,571;4862,0;276,0;238,286;1755,289;22,451;28,974;58,03;3,294;2,844;0,73;2900,0;34,613;;;;;;;;;;;48740,0;0,5820000000000001;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03306021147111821;3,3060211471118213;0,1467304625199362;14,673046251993624
85;85;21170;21170;DEU;Europe;Germany;2020-04-21;148291,0;1226,0;2418,857;5033,0;171,0;248,429;1769,921;14,633;28,87;60,07100000000001;2,041;2,965;0,72;2855,0;34,076;;;;;;;;;;;49254,0;0,588;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03394002333250164;3,394002333250164;0,13947797716150082;13,947797716150081
86;86;21171;21171;DEU;Europe;Germany;2020-04-22;150648,0;2357,0;2270,714;5279,0;246,0;210,71400000000003;1798,053;28,132;27,102;63,007;2,9360000000000004;2,515;0,72;2739,0;32,691;;;;;;;;;;;49767,0;0,594;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03504195210026021;3,5041952100260216;0,10436996181586763;10,436996181586764
87;87;21172;21172;DEU;Europe;Germany;2020-04-23;153129,0;2481,0;2204,429;5575,0;296,0;217,571;1827,665;29,612;26,311;66,54;3,533;2,597;0,72;2720,0;32,464;;;;;;;;;;;50280,0;0,6;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,036407212219762425;3,6407212219762415;0,11930673115679162;11,930673115679165
88;88;21173;21173;DEU;Europe;Germany;2020-04-24;154999,0;1870,0;1943,143;5760,0;185,0;201,143;1849,985;22,31900000000001;23,192;68,748;2,208;2,401;0,7;2644,0;31,557;;;;;;;;;;;50794,0;0,606;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03716153007438759;3,7161530074387583;0,09893048128342248;9,893048128342247
89;89;21174;21174;DEU;Europe;Germany;2020-04-25;156513,0;1514,0;1881,571;5877,0;117,0;202,571;1868,055;18,07;22,457;70,145;1,396;2,418;0,69;2538,0;30,292;;;;;;;;;;;51307,0;0,612;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03754959651913898;3,754959651913898;0,0772787318361955;7,7278731836195504
90;90;21175;21175;DEU;Europe;Germany;2020-04-26;157770,0;1257,0;1798,0;5976,0;99,0;198,571;1883,058;15,003;21,46;71,32600000000002;1,182;2,37;0,68;2524,0;30,125;;;;;1507,7620000000006;17,996;2347395,0;;28,017;;51820,0;0,618;0,05;20,0;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,037877923559612094;3,7877923559612094;0,07875894988066827;7,875894988066827
91;91;21176;21176;DEU;Europe;Germany;2020-04-27;158758,0;988,0;1670,429;6126,0;150,0;180,571;1894,85;11,792;19,937;73,117;1,79;2,155;0,68;2466,0;29,433000000000003;;;;;;;;;;;51076,0;0,61;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03858703183461621;3,858703183461621;0,15182186234817813;15,182186234817813
92;92;21177;21177;DEU;Europe;Germany;2020-04-28;159912,0;1154,0;1660,1429999999998;6314,0;188,0;183,0;1908,623;13,774;19,815;75,361;2,244;2,184;0,68;2391,0;28,538;;;;;;;;;;;50332,0;0,601;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,03948421631897544;3,948421631897544;0,16291161178509533;16,291161178509533
93;93;21178;21178;DEU;Europe;Germany;2020-04-29;161539,0;1627,0;1555,8570000000002;6467,0;153,0;169,71400000000003;1928,042;19,419;18,57;77,187;1,826;2,026;0,68;2310,0;27,571;;;;;;;;;;;49587,0;0,5920000000000001;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0400336760782226;4,00336760782226;0,0940381069452981;9,40381069452981
94;94;21179;21179;DEU;Europe;Germany;2020-04-30;163009,0;1470,0;1411,429;6623,0;156,0;149,714;1945,588;17,545;16,846;79,04899999999998;1,862;1,787;0,67;2235,0;26,676;;;;;;;;;;;48843,0;0,583;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,040629658485114316;4,062965848511432;0,10612244897959183;10,612244897959183
95;95;21180;21180;DEU;Europe;Germany;2020-05-01;164077,0;1068,0;1296,857;6736,0;113,0;139,429;1958,335;12,747;15,479;80,39699999999998;1,349;1,664;0,67;2118,0;25,279;;;;;;;;;;;48099,0;0,574;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04105389542714701;4,105389542714701;0,10580524344569288;10,580524344569287
96;96;21181;21181;DEU;Europe;Germany;2020-05-02;164967,0;890,0;1207,714;6812,0;76,0;133,571;1968,957;10,623;14,415;81,304;0,907;1,594;0,66;2046,0;24,42;;;;;;;;;;;47354,0;0,565;;;tests performed;;;;;;;;;;76,85;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04129310710626974;4,1293107106269735;0,0853932584269663;8,539325842696629
97;97;21182;21182;DEU;Europe;Germany;2020-05-03;165664,0;697,0;1127,714;6866,0;54,0;127,143;1977,276;8,318999999999999;13,46;81,949;0,645;1,518;0,66;2011,0;24,002;;;;;997,101;11,901;2673665,0;;31,911;;46610,0;0,556;0,039;25,6;tests performed;;;;;;;;;;75,46;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,041445335136179255;4,144533513617925;0,07747489239598278;7,747489239598278
98;98;21183;21183;DEU;Europe;Germany;2020-05-04;166152,0;488,0;1056,286;6993,0;127,0;123,857;1983,101;5,825;12,607;83,465;1,516;1,4780000000000002;0,67;1976,0;23,584;;;;;;;;;;;47784,0;0,57;;;tests performed;;;;;;;;;;71,76;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,042087967644084935;4,208796764408493;0,26024590163934425;26,024590163934427
99;99;21184;21184;DEU;Europe;Germany;2020-05-05;167007,0;855,0;1013,571;6993,0;0,0;97,0;1993,306;10,205;12,097;83,465;0,0;1,158;0,68;1903,0;22,713;;;;;;;;;;;48958,0;0,584;;;tests performed;;;;;;;;;;71,76;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,041872496362427916;4,1872496362427905;0,0;0,0
100;100;21185;21185;DEU;Europe;Germany;2020-05-06;168162,0;1155,0;946,143;7275,0;282,0;115,429;2007,091;13,785;11,293;86,83;3,366;1,378;0,7;1820,0;21,72300000000001;;;;;;;;;;;50133,0;0,598;;;tests performed;;;;;;;;;;66,2;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04326185464016842;4,326185464016842;0,2441558441558441;24,415584415584412
101;101;21186;21186;DEU;Europe;Germany;2020-05-07;169430,0;1268,0;917,286;7392,0;117,0;109,857;2022,225;15,134;10,948;88,227;1,396;1,311;0,71;1763,0;21,042;;;;;;;;;;;51307,0;0,612;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0436286371953019;4,36286371953019;0,09227129337539433;9,227129337539433
102;102;21187;21187;DEU;Europe;Germany;2020-05-08;170588,0;1158,0;930,143;7510,0;118,0;110,571;2036,046;13,821;11,102;89,635;1,408;1,32;0,71;1659,0;19,801;;;;;;;;;;;52481,0;0,626;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04402419865406711;4,402419865406712;0,10189982728842832;10,189982728842832
103;103;21188;21188;DEU;Europe;Germany;2020-05-09;171324,0;736,0;908,143;7549,0;39,0;105,286;2044,831;8,783999999999999;10,839;90,101;0,465;1,257;0,7;1594,0;19,025;;;;;;;;;;;53655,0;0,64;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04406271158740165;4,406271158740165;0,05298913043478262;5,298913043478262
104;104;21189;21189;DEU;Europe;Germany;2020-05-10;171879,0;555,0;887,857;7569,0;20,0;100,429;2051,455;6,624;10,597;90,34;0,239;1,199;0,7;1603,0;19,133;;;;;751,863;8,974;3057472,0;;36,492;;54830,0;0,654;0,027000000000000003;37,0;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04403679332553715;4,403679332553715;0,036036036036036036;3,603603603603604
105;105;21190;21190;DEU;Europe;Germany;2020-05-11;172576,0;697,0;917,714;7661,0;92,0;95,429;2059,774;8,318999999999999;10,953;91,438;1,098;1,139;0,71;1587,0;18,942;;;;;;;;;;;55796,0;0,6659999999999999;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04439203597255702;4,439203597255702;0,13199426111908175;13,199426111908176
106;106;21191;21191;DEU;Europe;Germany;2020-05-12;173171,0;595,0;880,571;7738,0;77,0;106,429;2066,876;7,102;10,51;92,357;0,919;1,27;0,71;1496,0;17,855;;;;;;;;;;;56762,0;0,677;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0446841561231384;4,46841561231384;0,12941176470588234;12,941176470588234
107;107;21192;21192;DEU;Europe;Germany;2020-05-13;174098,0;927,0;848,0;7861,0;123,0;83,714;2077,94;11,064;10,121;93,825;1,4680000000000002;0,999;0,72;1384,0;16,519000000000002;;;;;;;;;;;57728,0;0,6890000000000001;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045152730071568885;4,515273007156888;0,13268608414239486;13,268608414239486
108;108;21193;21193;DEU;Europe;Germany;2020-05-14;174478,0;380,0;721,143;7884,0;23,0;70,286;2082,475;4,535;8,607000000000001;94,099;0,275;0,8390000000000001;0,72;1316,0;15,707;;;;;;;;;;;58694,0;0,701;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04518621258840656;4,518621258840656;0,060526315789473685;6,052631578947367
109;109;21194;21194;DEU;Europe;Germany;2020-05-15;175233,0;755,0;663,571;7897,0;13,0;55,286;2091,487;9,011;7,92;94,254;0,155;0,66;0,73;1232,0;14,704;;;;;;;;;;;59660,0;0,7120000000000001;;;tests performed;;;;;;;;;;64,35;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045065712508488696;4,506571250848871;0,017218543046357615;1,7218543046357615
110;110;21195;21195;DEU;Europe;Germany;2020-05-16;175752,0;519,0;632,571;7938,0;41,0;55,57100000000001;2097,681;6,195;7,55;94,744;0,489;0,6629999999999999;0,73;1173,0;14,0;;;;;;;;;;;60626,0;0,7240000000000001;;;tests performed;;;;;;;;;;61,57;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045165915608357234;4,516591560835724;0,0789980732177264;7,89980732177264
111;111;21196;21196;DEU;Europe;Germany;2020-05-17;176369,0;617,0;641,429;7962,0;24,0;56,143;2105,045;7,364;7,6560000000000015;95,03;0,28600000000000003;0,67;0,75;1125,0;13,427;;;;;479,375;5,722;3488618,0;;41,63800000000001;;61592,0;0,735;0,016;62,5;tests performed;;;;;;;;;;61,57;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04514398788902812;4,514398788902811;0,03889789303079417;3,8897893030794166
112;112;21197;21197;DEU;Europe;Germany;2020-05-18;176551,0;182,0;567,857;8003,0;41,0;48,857;2107,218;2,172;6,778;95,519;0,489;0,583;0,76;1122,0;13,392;;;;;;;;;;;60023,0;0,716;;;tests performed;;;;;;;;;;61,57;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04532967811000788;4,5329678110007885;0,2252747252747253;22,52747252747253
113;113;21198;21198;DEU;Europe;Germany;2020-05-19;177778,0;1227,0;658,143;8081,0;78,0;49,0;2121,862;14,645;7,855;96,45;0,931;0,585;0,78;1087,0;12,974;;;;;;;;;;;58454,0;0,698;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045455568180539765;4,545556818053976;0,06356968215158924;6,356968215158925
114;114;21199;21199;DEU;Europe;Germany;2020-05-20;178473,0;695,0;625,0;8144,0;63,0;40,429;2130,158;8,295;7,46;97,202;0,752;0,483;0,77;1019,0;12,162;;;;;;;;;;;56885,0;0,679;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045631552111523865;4,563155211152386;0,09064748201438848;9,064748201438848
115;115;21200;21200;DEU;Europe;Germany;2020-05-21;179021,0;548,0;649,0;8203,0;59,0;45,57100000000001;2136,698;6,541;7,746;97,907;0,7040000000000001;0,544;0,77;999,0;11,924;;;;;;;;;;;55316,0;0,66;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,0458214399428;4,58214399428;0,10766423357664233;10,766423357664232
116;116;21201;21201;DEU;Europe;Germany;2020-05-22;179710,0;689,0;639,571;8228,0;25,0;47,286;2144,922;8,224;7,633999999999999;98,205;0,298;0,564;0,76;971,0;11,589;;;;;;;;;;;53747,0;0,6409999999999999;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04578487563296422;4,578487563296422;0,0362844702467344;3,6284470246734397
117;117;21202;21202;DEU;Europe;Germany;2020-05-23;179986,0;276,0;604,857;8261,0;33,0;46,143;2148,216;3,294;7,2189999999999985;98,599;0,394;0,551;0,75;928,0;11,076;;;;;;;;;;;52178,0;0,623;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04589801429000033;4,589801429000033;0,11956521739130435;11,956521739130435
118;118;21203;21203;DEU;Europe;Germany;2020-05-24;180328,0;342,0;565,571;8283,0;22,0;45,857;2152,298;4,082;6,75;98,861;0,263;0,547;0,75;896,0;10,694;;;;;366,344;4,372;3842878,0;;45,867;;50609,0;0,604;0,015;66,7;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,045932966594206114;4,593296659420611;0,06432748538011697;6,4327485380116975
119;119;21204;21204;DEU;Europe;Germany;2020-05-25;180600,0;272,0;578,429;8309,0;26,0;43,714;2155,544;3,2460000000000004;6,904;99,172;0,31;0,522;0,76;883,0;10,539;;;;;;;;;;;51574,0;0,616;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,046007751937984495;4,60077519379845;0,09558823529411764;9,558823529411764
120;120;21205;21205;DEU;Europe;Germany;2020-05-26;181200,0;600,0;488,857;8372,0;63,0;41,57100000000001;2162,706;7,1610000000000005;5,835;99,924;0,752;0,496;0,77;810,0;9,668;;;;;;;;;;;52540,0;0,627;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04620309050772626;4,620309050772626;0,105;10,5
121;121;21206;21206;DEU;Europe;Germany;2020-05-27;181524,0;324,0;435,857;8428,0;56,0;40,571;2166,573;3,867;5,202000000000001;100,592;0,6679999999999999;0,484;0,78;749,0;8,94;;;;;;;;;;;53506,0;0,639;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04642912231991362;4,642912231991363;0,1728395061728395;17,28395061728395
122;122;21207;21207;DEU;Europe;Germany;2020-05-28;182196,0;672,0;453,571;8470,0;42,0;38,143;2174,593;8,021;5,414;101,093;0,501;0,455;0,79;723,0;8,629;;;;;;;;;;;54472,0;0,65;;;tests performed;;;;;;;;;;59,72;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,936;0,04648839711080375;4,648839711080375;0,0625;6,25
